Date/Time (EST),2m Air Temperature (daily avg) (F),2m Max Temperature (F),2m Min Temperature (F)
5/7/1987,65.5,69,62
5/8/1987,66,71,61
5/9/1987,68,72,64
5/10/1987,66.5,72,61
5/11/1987,66,71,61
5/12/1987,67.5,75,60
5/13/1987,68.5,75,62
5/14/1987,68.5,75,62
5/15/1987,63,68,58
5/16/1987,66,71,61
5/17/1987,66,71,61
5/18/1987,65,69,61
5/19/1987,64,68,60
5/20/1987,64,69,59
5/21/1987,63,70,56
5/22/1987,62,71,53
5/23/1987,65.5,70,61
5/24/1987,62,68,56
5/25/1987,61.5,67,56
5/26/1987,62.5,68,57
5/27/1987,63,68,58
5/28/1987,63.5,68,59
5/29/1987,63.5,69,58
5/30/1987,64.5,69,60
5/31/1987,63,70,56
6/1/1987,64.5,72,57
6/2/1987,66,73,59
6/3/1987,65,70,60
6/4/1987,67.5,77,58
6/5/1987,69,76,62
6/6/1987,68,72,64
6/7/1987,66,69,63
6/8/1987,65.5,69,62
6/9/1987,65.5,69,62
6/10/1987,63.5,66,61
6/11/1987,63,67,59
6/12/1987,66,71,61
6/13/1987,66.5,72,61
6/14/1987,67,72,62
6/15/1987,67.5,74,61
6/16/1987,66,75,57
6/17/1987,64,71,57
6/18/1987,65,70,60
6/19/1987,66,70,62
6/20/1987,65.5,69,62
6/21/1987,65.5,69,62
6/22/1987,66.5,71,62
6/23/1987,64,68,60
6/24/1987,66,70,62
6/25/1987,66,70,62
6/26/1987,65.5,69,62
6/27/1987,66.5,71,62
6/28/1987,66.5,70,63
6/29/1987,66.5,71,62
6/30/1987,66.5,72,61
7/1/1987,66.5,73,60
7/2/1987,67,73,61
7/3/1987,66.5,73,60
7/4/1987,65.5,70,61
7/5/1987,64.5,69,60
7/6/1987,65.5,70,61
7/7/1987,65.5,70,61
7/8/1987,65.5,70,61
7/9/1987,67.5,72,63
7/10/1987,66,71,61
7/11/1987,68.5,73,64
7/12/1987,69.5,76,63
7/13/1987,70,76,64
7/14/1987,69.5,75,64
7/15/1987,68.5,74,63
7/16/1987,66,69,63
7/17/1987,64.5,68,61
7/18/1987,67,74,60
7/19/1987,64.5,74,55
7/20/1987,67.5,72,63
7/21/1987,68,73,63
7/22/1987,66.5,75,58
7/23/1987,66.5,75,58
7/24/1987,65.5,74,57
7/25/1987,66,71,61
7/26/1987,67,73,61
7/27/1987,68,72,64
7/28/1987,68,73,63
7/29/1987,68.5,74,63
7/30/1987,69.5,75,64
7/31/1987,68,76,60
8/1/1987,73.5,82,65
8/2/1987,73,78,68
8/3/1987,73,79,67
8/4/1987,71.5,76,67
8/5/1987,70.5,75,66
8/6/1987,70.5,75,66
8/7/1987,70.5,75,66
8/8/1987,70,75,65
8/9/1987,72.5,77,68
8/10/1987,71.5,76,67
8/11/1987,71.5,76,67
8/12/1987,72.5,78,67
8/13/1987,70.5,75,66
8/14/1987,65,67,63
8/15/1987,68,73,63
8/16/1987,69.5,75,64
8/17/1987,69,73,65
8/18/1987,70,75,65
8/19/1987,68.5,75,62
8/20/1987,67,72,62
8/21/1987,69,76,62
8/22/1987,69.5,79,60
8/23/1987,66,74,58
8/24/1987,66,74,58
8/25/1987,69,74,64
8/26/1987,65.5,74,57
8/27/1987,68,77,59
8/28/1987,66.5,73,60
8/29/1987,68.5,76,61
8/30/1987,71,78,64
8/31/1987,71,80,62
9/1/1987,74,83,65
9/2/1987,72.5,81,64
9/3/1987,70.5,75,66
9/4/1987,71.5,77,66
9/5/1987,69.5,75,64
9/6/1987,67.5,78,57
9/7/1987,68,81,55
9/8/1987,73,87,59
9/9/1987,71.5,83,60
9/10/1987,72,80,64
9/11/1987,68.5,73,64
9/12/1987,67.5,71,64
9/13/1987,68,72,64
9/14/1987,65,74,56
9/15/1987,67,77,57
9/16/1987,69,75,63
9/17/1987,69,75,63
9/18/1987,69,77,61
9/19/1987,68.5,77,60
9/20/1987,69.5,78,61
9/21/1987,71,78,64
9/22/1987,69.5,73,66
9/23/1987,70,75,65
9/24/1987,73.5,80,67
9/25/1987,67.5,71,64
9/26/1987,68,72,64
9/27/1987,68.5,73,64
9/28/1987,67,76,58
9/29/1987,72,83,61
9/30/1987,73,83,63
10/1/1987,74,86,62
10/2/1987,70.5,80,61
10/3/1987,85,106,64
10/4/1987,86.5,105,68
10/5/1987,73,84,62
10/6/1987,72,87,57
10/7/1987,67.5,78,57
10/8/1987,70,75,65
10/9/1987,68,73,63
10/10/1987,67.5,75,60
10/11/1987,67.5,75,60
10/12/1987,71,75,67
10/13/1987,67,74,60
10/14/1987,67,74,60
10/15/1987,69,73,65
10/16/1987,69,75,63
10/17/1987,69,75,63
10/18/1987,68.5,71,66
10/19/1987,70,76,64
10/20/1987,68,76,60
10/21/1987,68.5,78,59
10/22/1987,70,77,63
10/23/1987,68.5,73,64
10/24/1987,68,73,63
10/25/1987,69.5,78,61
10/26/1987,75,89,61
10/27/1987,71.5,78,65
10/28/1987,71.5,82,61
10/29/1987,70.5,80,61
10/30/1987,64.5,73,56
10/31/1987,64.5,68,61
11/1/1987,66,72,60
11/2/1987,66,72,60
11/3/1987,61.5,72,51
11/4/1987,61.5,72,51
11/5/1987,61.5,72,51
11/6/1987,62.5,70,55
11/7/1987,60.5,69,52
11/8/1987,62,72,52
11/9/1987,64.5,76,53
11/10/1987,67,83,51
11/11/1987,68.5,83,54
11/12/1987,67.5,83,52
11/13/1987,62,69,55
11/14/1987,64.5,70,59
11/15/1987,60.5,73,48
11/16/1987,60,73,47
11/17/1987,59.5,69,50
11/18/1987,64.5,78,51
11/19/1987,67.5,84,51
11/20/1987,64.5,82,47
11/21/1987,65.5,78,53
11/22/1987,58.5,67,50
11/23/1987,59.5,68,51
11/24/1987,59.5,72,47
11/25/1987,57.5,68,47
11/26/1987,57,71,43
11/27/1987,57,71,43
11/28/1987,55,67,43
11/29/1987,56.5,68,45
11/30/1987,56,68,44
12/1/1987,56,68,44
12/2/1987,57,69,45
12/3/1987,58,71,45
12/4/1987,60,65,55
12/5/1987,60.5,67,54
12/6/1987,57,67,47
12/7/1987,60.5,69,52
12/8/1987,57,67,47
12/9/1987,58.5,69,48
12/10/1987,62,76,48
12/11/1987,61,73,49
12/12/1987,57.5,64,51
12/13/1987,49,60,38
12/14/1987,44.5,56,33
12/15/1987,44.5,56,33
12/16/1987,52,61,43
12/17/1987,54,62,46
12/18/1987,54.5,66,43
12/19/1987,51.5,60,43
12/20/1987,53.5,65,42
12/21/1987,53.5,65,42
12/22/1987,54,65,43
12/23/1987,51,59,43
12/24/1987,45.5,55,36
12/25/1987,41.5,55,28
12/26/1987,46,58,34
12/27/1987,46.5,59,34
12/28/1987,50,64,36
12/29/1987,50,61,39
12/30/1987,49.5,58,41
12/31/1987,51,63,39
1/1/1988,51.5,65,38
1/2/1988,52.5,64,41
1/3/1988,55,64,46
1/4/1988,59.5,71,48
1/5/1988,56,60,52
1/6/1988,56.5,64,49
1/7/1988,52,62,42
1/8/1988,54,63,45
1/9/1988,55.5,67,44
1/10/1988,60.5,76,45
1/11/1988,60,69,51
1/12/1988,55,64,46
1/13/1988,56,70,42
1/14/1988,61,77,45
1/15/1988,57,68,46
1/16/1988,54,61,47
1/17/1988,54.5,59,50
1/18/1988,56,60,52
1/19/1988,51.5,63,40
1/20/1988,48,61,35
1/21/1988,52.5,60,45
1/22/1988,54.5,66,43
1/23/1988,54.5,70,39
1/24/1988,60,77,43
1/25/1988,62,79,45
1/26/1988,64.5,81,48
1/27/1988,60,73,47
1/28/1988,63,78,48
1/29/1988,58.5,69,48
1/30/1988,54.5,63,46
1/31/1988,55.5,62,49
2/1/1988,55.5,62,49
2/2/1988,55,59,51
2/3/1988,56.5,64,49
2/4/1988,57,69,45
2/5/1988,58,73,43
2/6/1988,59,75,43
2/7/1988,60,76,44
2/8/1988,57.5,71,44
2/9/1988,61.5,79,44
2/10/1988,64.5,83,46
2/11/1988,68.5,85,52
2/12/1988,66,83,49
2/13/1988,62,77,47
2/14/1988,60,78,42
2/15/1988,62,76,48
2/16/1988,55,67,43
2/17/1988,58,73,43
2/18/1988,55,67,43
2/19/1988,56,70,42
2/20/1988,59,75,43
2/21/1988,61,76,46
2/22/1988,58,70,46
2/23/1988,58.5,64,53
2/24/1988,59.5,70,49
2/25/1988,61,74,48
2/26/1988,61,74,48
2/27/1988,66,75,57
2/28/1988,62.5,69,56
2/29/1988,61,68,54
3/1/1988,62.5,69,56
3/2/1988,56,65,47
3/3/1988,56,65,47
3/4/1988,58.5,66,51
3/5/1988,61,66,56
3/6/1988,59.5,63,56
3/7/1988,61.5,67,56
3/8/1988,60.5,74,47
3/9/1988,62,71,53
3/10/1988,56,66,46
3/11/1988,55.5,66,45
3/12/1988,57,72,42
3/13/1988,57.5,73,42
3/14/1988,57.5,73,42
3/15/1988,54,63,45
3/16/1988,59.5,66,53
3/17/1988,58,71,45
3/18/1988,58.5,72,45
3/19/1988,66,83,49
3/20/1988,66,80,52
3/21/1988,63.5,80,47
3/22/1988,60,66,54
3/23/1988,58.5,68,49
3/24/1988,66,82,50
3/25/1988,72.5,94,51
3/26/1988,77.5,95,60
3/27/1988,68.5,87,50
3/28/1988,64,70,58
3/29/1988,60.5,73,48
3/30/1988,58.5,67,50
3/31/1988,62.5,76,49
4/1/1988,64,81,47
4/2/1988,61.5,75,48
4/3/1988,58.5,70,47
4/4/1988,59,67,51
4/5/1988,61,71,51
4/6/1988,65.5,80,51
4/7/1988,66.5,79,54
4/8/1988,63,69,57
4/9/1988,64,71,57
4/10/1988,67.5,82,53
4/11/1988,67.5,80,55
4/12/1988,65.5,76,55
4/13/1988,62.5,70,55
4/14/1988,63,67,59
4/15/1988,56,64,48
4/16/1988,57.5,65,50
4/17/1988,60.5,64,57
4/18/1988,62,67,57
4/19/1988,62,69,55
4/20/1988,60,66,54
4/21/1988,59.5,67,52
4/22/1988,60,66,54
4/23/1988,59,65,53
4/24/1988,57.5,68,47
4/25/1988,60.5,70,51
4/26/1988,61,71,51
4/27/1988,61.5,69,54
4/28/1988,63,69,57
4/29/1988,61,70,52
4/30/1988,63,69,57
5/1/1988,60.5,69,52
5/2/1988,63,78,48
5/3/1988,64,78,50
5/4/1988,63.5,72,55
5/5/1988,59.5,67,52
5/6/1988,58.5,65,52
5/7/1988,57.5,66,49
5/8/1988,59,66,52
5/9/1988,60,71,49
5/10/1988,68,83,53
5/11/1988,68.5,80,57
5/12/1988,68,80,56
5/13/1988,65,70,60
5/14/1988,63,69,57
5/15/1988,62,67,57
5/16/1988,63,70,56
5/17/1988,63.5,67,60
5/18/1988,63.5,69,58
5/19/1988,64,73,55
5/20/1988,67.5,78,57
5/21/1988,67.5,75,60
5/22/1988,68,76,60
5/23/1988,65,70,60
5/24/1988,64.5,69,60
5/25/1988,64.5,70,59
5/26/1988,65.5,70,61
5/27/1988,64.5,69,60
5/28/1988,65,69,61
5/29/1988,63,69,57
5/30/1988,62.5,68,57
5/31/1988,63,75,51
6/1/1988,65,77,53
6/2/1988,65.5,78,53
6/3/1988,65.5,78,53
6/4/1988,65.5,69,62
6/5/1988,64,69,59
6/6/1988,61.5,66,57
6/7/1988,60.5,70,51
6/8/1988,60.5,71,50
6/9/1988,59.5,69,50
6/10/1988,63.5,69,58
6/11/1988,63,69,57
6/12/1988,63,68,58
6/13/1988,62.5,68,57
6/14/1988,63.5,68,59
6/15/1988,64.5,69,60
6/16/1988,65,70,60
6/17/1988,63.5,69,58
6/18/1988,63.5,69,58
6/19/1988,63.5,67,60
6/20/1988,65,71,59
6/21/1988,65,75,55
6/22/1988,64.5,74,55
6/23/1988,66,70,62
6/24/1988,65.5,70,61
6/25/1988,67.5,72,63
6/26/1988,68.5,76,61
6/27/1988,66.5,71,62
6/28/1988,67,73,61
6/29/1988,66.5,71,62
6/30/1988,67,70,64
7/1/1988,67.5,71,64
7/2/1988,67,71,63
7/3/1988,66.5,70,63
7/4/1988,66.5,71,62
7/5/1988,67,74,60
7/6/1988,66,73,59
7/7/1988,69,74,64
7/8/1988,69.5,75,64
7/9/1988,69.5,75,64
7/10/1988,69,75,63
7/11/1988,68.5,73,64
7/12/1988,69.5,75,64
7/13/1988,68,72,64
7/14/1988,68,72,64
7/15/1988,69.5,74,65
7/16/1988,68.5,75,62
7/17/1988,69.5,75,64
7/18/1988,71,76,66
7/19/1988,72,77,67
7/20/1988,72,77,67
7/21/1988,76,83,69
7/22/1988,76.5,84,69
7/23/1988,76.5,83,70
7/24/1988,75.5,81,70
7/25/1988,73.5,79,68
7/26/1988,72.5,76,69
7/27/1988,70,76,64
7/28/1988,72.5,78,67
7/29/1988,71.5,76,67
7/30/1988,70.5,74,67
7/31/1988,71.5,76,67
8/1/1988,72.5,77,68
8/2/1988,73.5,79,68
8/3/1988,73.5,78,69
8/4/1988,72,76,68
8/5/1988,72.5,77,68
8/6/1988,71.5,76,67
8/7/1988,71.5,76,67
8/8/1988,70,74,66
8/9/1988,69,76,62
8/10/1988,70,75,65
8/11/1988,70,74,66
8/12/1988,67,74,60
8/13/1988,69,78,60
8/14/1988,70,79,61
8/15/1988,66,74,58
8/16/1988,66,74,58
8/17/1988,68,73,63
8/18/1988,67,71,63
8/19/1988,68.5,74,63
8/20/1988,68,73,63
8/21/1988,69.5,74,65
8/22/1988,70.5,78,63
8/23/1988,70.5,77,64
8/24/1988,73.5,84,63
8/25/1988,74.5,80,69
8/26/1988,73.5,78,69
8/27/1988,72.5,77,68
8/28/1988,72.5,78,67
8/29/1988,73.5,80,67
8/30/1988,73.5,79,68
8/31/1988,72.5,78,67
9/1/1988,72,77,67
9/2/1988,71.5,78,65
9/3/1988,80,93,67
9/4/1988,87.5,108,67
9/5/1988,89,106,72
9/6/1988,80.5,95,66
9/7/1988,75.5,84,67
9/8/1988,70.5,74,67
9/9/1988,71.5,77,66
9/10/1988,71,75,67
9/11/1988,69.5,74,65
9/12/1988,69.5,74,65
9/13/1988,70.5,76,65
9/14/1988,70.5,76,65
9/15/1988,70,76,64
9/16/1988,68,72,64
9/17/1988,66.5,73,60
9/18/1988,68,72,64
9/19/1988,64.5,69,60
9/20/1988,65.5,71,60
9/21/1988,67,73,61
9/22/1988,63.5,73,54
9/23/1988,64.5,73,56
9/24/1988,65,74,56
9/25/1988,66,74,58
9/26/1988,66,73,59
9/27/1988,65,74,56
9/28/1988,64,73,55
9/29/1988,67.5,77,58
9/30/1988,68.5,75,62
10/1/1988,70,75,65
10/2/1988,68,74,62
10/3/1988,67.5,73,62
10/4/1988,68.5,73,64
10/5/1988,66,70,62
10/6/1988,66,72,60
10/7/1988,67,74,60
10/8/1988,71.5,87,56
10/9/1988,70.5,85,56
10/10/1988,71.5,85,58
10/11/1988,68,78,58
10/12/1988,68,78,58
10/13/1988,66,71,61
10/14/1988,67,72,62
10/15/1988,65,75,55
10/16/1988,67,79,55
10/17/1988,69.5,80,59
10/18/1988,66,75,57
10/19/1988,69.5,73,66
10/20/1988,69,73,65
10/21/1988,68.5,73,64
10/22/1988,67,70,64
10/23/1988,65.5,70,61
10/24/1988,66,71,61
10/25/1988,68,73,63
10/26/1988,66.5,71,62
10/27/1988,65,70,60
10/28/1988,65.5,70,61
10/29/1988,63.5,69,58
10/30/1988,62,72,52
10/31/1988,62.5,71,54
11/1/1988,63,66,60
11/2/1988,63,67,59
11/3/1988,63.5,70,57
11/4/1988,63,71,55
11/5/1988,66,75,57
11/6/1988,64.5,70,59
11/7/1988,65.5,67,64
11/8/1988,64,70,58
11/9/1988,62,71,53
11/10/1988,60.5,69,52
11/11/1988,62.5,67,58
11/12/1988,61,72,50
11/13/1988,60.5,69,52
11/14/1988,61.5,65,58
11/15/1988,56,67,45
11/16/1988,58,71,45
11/17/1988,56.5,66,47
11/18/1988,56,66,46
11/19/1988,54.5,68,41
11/20/1988,54.5,69,40
11/21/1988,58.5,74,43
11/22/1988,59.5,74,45
11/23/1988,55,65,45
11/24/1988,56.5,61,52
11/25/1988,54,61,47
11/26/1988,59.5,64,55
11/27/1988,59,72,46
11/28/1988,57,69,45
11/29/1988,61,78,44
11/30/1988,62,79,45
12/1/1988,64,81,47
12/2/1988,62,78,46
12/3/1988,62,78,46
12/4/1988,61.5,78,45
12/5/1988,62,77,47
12/6/1988,64.5,81,48
12/7/1988,58.5,70,47
12/8/1988,64.5,74,55
12/9/1988,66.5,76,57
12/10/1988,59.5,73,46
12/11/1988,60.5,76,45
12/12/1988,60.5,76,45
12/13/1988,59.5,73,46
12/14/1988,55,61,49
12/15/1988,58.5,61,56
12/16/1988,58.5,62,55
12/17/1988,56,64,48
12/18/1988,53,61,45
12/19/1988,55,62,48
12/20/1988,54.5,64,45
12/21/1988,58,62,54
12/22/1988,52.5,63,42
12/23/1988,52.5,62,43
12/24/1988,51,62,40
12/25/1988,54,58,50
12/26/1988,48.5,57,40
12/27/1988,46.5,58,35
12/28/1988,48.5,57,40
12/29/1988,46,57,35
12/30/1988,47.5,60,35
12/31/1988,49.5,59,40
1/1/1989,51.5,64,39
1/2/1989,54.5,70,39
1/3/1989,56.5,69,44
1/4/1989,56.5,62,51
1/5/1989,55,63,47
1/6/1989,53,57,49
1/7/1989,46.5,58,35
1/8/1989,47.5,59,36
1/9/1989,50,64,36
1/10/1989,54,69,39
1/11/1989,57,65,49
1/12/1989,51.5,66,37
1/13/1989,49,63,35
1/14/1989,47,59,35
1/15/1989,50.5,64,37
1/16/1989,55,70,40
1/17/1989,59.5,76,43
1/18/1989,62,78,46
1/19/1989,64,82,46
1/20/1989,63,80,46
1/21/1989,66.5,78,55
1/22/1989,60,71,49
1/23/1989,55.5,61,50
1/24/1989,55,60,50
1/25/1989,54,64,44
1/26/1989,53,67,39
1/27/1989,54,66,42
1/28/1989,52.5,59,46
1/29/1989,51.5,64,39
1/30/1989,59.5,76,43
1/31/1989,59,73,45
2/1/1989,52.5,62,43
2/2/1989,50.5,58,43
2/3/1989,55.5,61,50
2/4/1989,54.5,57,52
2/5/1989,52,56,48
2/6/1989,47.5,56,39
2/7/1989,49,57,41
2/8/1989,55,65,45
2/9/1989,57,65,49
2/10/1989,59.5,64,55
2/11/1989,51.5,61,42
2/12/1989,51.5,59,44
2/13/1989,53.5,60,47
2/14/1989,50,59,41
2/15/1989,51,63,39
2/16/1989,52,64,40
2/17/1989,56.5,71,42
2/18/1989,52,63,41
2/19/1989,57.5,64,51
2/20/1989,59,66,52
2/21/1989,62,79,45
2/22/1989,68,83,53
2/23/1989,66.5,79,54
2/24/1989,67.5,81,54
2/25/1989,68,80,56
2/26/1989,66.5,82,51
2/27/1989,58,67,49
2/28/1989,60,65,55
3/1/1989,58.5,63,54
3/2/1989,56,59,53
3/3/1989,55,59,51
3/4/1989,51,63,39
3/5/1989,53,66,40
3/6/1989,61.5,76,47
3/7/1989,64,77,51
3/8/1989,64,74,54
3/9/1989,59.5,68,51
3/10/1989,59.5,69,50
3/11/1989,61,70,52
3/12/1989,62,70,54
3/13/1989,58.5,67,50
3/14/1989,59.5,65,54
3/15/1989,57,65,49
3/16/1989,58.5,63,54
3/17/1989,59,67,51
3/18/1989,59,71,47
3/19/1989,59,70,48
3/20/1989,60.5,73,48
3/21/1989,65.5,86,45
3/22/1989,62,78,46
3/23/1989,59,64,54
3/24/1989,60,65,55
3/25/1989,58,60,56
3/26/1989,57,62,52
3/27/1989,56,65,47
3/28/1989,58,68,48
3/29/1989,57.5,67,48
3/30/1989,59.5,71,48
3/31/1989,67,80,54
4/1/1989,62.5,70,55
4/2/1989,60.5,68,53
4/3/1989,62,70,54
4/4/1989,76,96,56
4/5/1989,81.5,99,64
4/6/1989,82.5,102,63
4/7/1989,80,97,63
4/8/1989,71,84,58
4/9/1989,64.5,73,56
4/10/1989,65,70,60
4/11/1989,65.5,70,61
4/12/1989,61.5,64,59
4/13/1989,61.5,64,59
4/14/1989,67,73,61
4/15/1989,66.5,72,61
4/16/1989,65,70,60
4/17/1989,65.5,71,60
4/18/1989,65.5,71,60
4/19/1989,64.5,69,60
4/20/1989,64.5,71,58
4/21/1989,65,71,59
4/22/1989,63.5,69,58
4/23/1989,62,67,57
4/24/1989,61,66,56
4/25/1989,58,66,50
4/26/1989,58,67,49
4/27/1989,59,70,48
4/28/1989,59,69,49
4/29/1989,62.5,69,56
4/30/1989,65,75,55
5/1/1989,63.5,72,55
5/2/1989,64,71,57
5/3/1989,63,69,57
5/4/1989,63.5,69,58
5/5/1989,63,69,57
5/6/1989,62.5,68,57
5/7/1989,64.5,72,57
5/8/1989,64,69,59
5/9/1989,66.5,73,60
5/10/1989,64.5,69,60
5/11/1989,61.5,69,54
5/12/1989,62.5,67,58
5/13/1989,62,65,59
5/14/1989,61.5,65,58
5/15/1989,59.5,64,55
5/16/1989,63.5,69,58
5/17/1989,62.5,66,59
5/18/1989,65,70,60
5/19/1989,66,72,60
5/20/1989,64,74,54
5/21/1989,63.5,73,54
5/22/1989,63.5,72,55
5/23/1989,66,77,55
5/24/1989,65.5,77,54
5/25/1989,61.5,69,54
5/26/1989,61,69,53
5/27/1989,63.5,68,59
5/28/1989,63,67,59
5/29/1989,64,68,60
5/30/1989,64,69,59
5/31/1989,61.5,69,54
6/1/1989,62.5,66,59
6/2/1989,63.5,68,59
6/3/1989,63.5,67,60
6/4/1989,63,68,58
6/5/1989,65,69,61
6/6/1989,63.5,71,56
6/7/1989,64,66,62
6/8/1989,62,66,58
6/9/1989,63,66,60
6/10/1989,62,66,58
6/11/1989,66,70,62
6/12/1989,66.5,71,62
6/13/1989,61,67,55
6/14/1989,65.5,70,61
6/15/1989,65,69,61
6/16/1989,65.5,71,60
6/17/1989,65,72,58
6/18/1989,65.5,74,57
6/19/1989,74,83,65
6/20/1989,72,81,63
6/21/1989,68.5,75,62
6/22/1989,68,73,63
6/23/1989,65,69,61
6/24/1989,68,72,64
6/25/1989,68,74,62
6/26/1989,67,76,58
6/27/1989,69,76,62
6/28/1989,69.5,76,63
6/29/1989,67.5,74,61
6/30/1989,65.5,75,56
7/1/1989,67,73,61
7/2/1989,66,72,60
7/3/1989,65.5,73,58
7/4/1989,74,88,60
7/5/1989,69.5,76,63
7/6/1989,67.5,73,62
7/7/1989,68,74,62
7/8/1989,69,73,65
7/9/1989,69.5,74,65
7/10/1989,69.5,74,65
7/11/1989,69.5,74,65
7/12/1989,69.5,76,63
7/13/1989,69.5,77,62
7/14/1989,67,74,60
7/15/1989,69.5,74,65
7/16/1989,68,74,62
7/17/1989,69,74,64
7/18/1989,70,75,65
7/19/1989,70.5,75,66
7/20/1989,72,77,67
7/21/1989,72,77,67
7/22/1989,71.5,76,67
7/23/1989,73.5,81,66
7/24/1989,72,78,66
7/25/1989,71,77,65
7/26/1989,69,74,64
7/27/1989,70.5,76,65
7/28/1989,71,76,66
7/29/1989,71,76,66
7/30/1989,70.5,76,65
7/31/1989,70.5,76,65
8/1/1989,71,76,66
8/2/1989,68.5,76,61
8/3/1989,71.5,76,67
8/4/1989,72.5,79,66
8/5/1989,74,82,66
8/6/1989,74.5,81,68
8/7/1989,75,82,68
8/8/1989,72,76,68
8/9/1989,72.5,77,68
8/10/1989,73,78,68
8/11/1989,74.5,80,69
8/12/1989,75.5,82,69
8/13/1989,74.5,81,68
8/14/1989,73.5,78,69
8/15/1989,71.5,75,68
8/16/1989,70,74,66
8/17/1989,68.5,73,64
8/18/1989,70.5,75,66
8/19/1989,70.5,75,66
8/20/1989,70.5,75,66
8/21/1989,69.5,74,65
8/22/1989,68,77,59
8/23/1989,70.5,76,65
8/24/1989,69,73,65
8/25/1989,69.5,74,65
8/26/1989,69.5,75,64
8/27/1989,71,76,66
8/28/1989,68.5,75,62
8/29/1989,67.5,73,62
8/30/1989,69.5,75,64
8/31/1989,69.5,77,62
9/1/1989,67.5,79,56
9/2/1989,68.5,79,58
9/3/1989,70,79,61
9/4/1989,72,83,61
9/5/1989,72.5,84,61
9/6/1989,70.5,81,60
9/7/1989,71.5,78,65
9/8/1989,67.5,76,59
9/9/1989,66,74,58
9/10/1989,68.5,73,64
9/11/1989,67,72,62
9/12/1989,68,74,62
9/13/1989,68,77,59
9/14/1989,75.5,91,60
9/15/1989,77.5,92,63
9/16/1989,71,79,63
9/17/1989,71,79,63
9/18/1989,66.5,75,58
9/19/1989,66,75,57
9/20/1989,65,77,53
9/21/1989,72,87,57
9/22/1989,69.5,80,59
9/23/1989,68.5,75,62
9/24/1989,66.5,71,62
9/25/1989,83.5,100,67
9/26/1989,79,94,64
9/27/1989,71,76,66
9/28/1989,74.5,87,62
9/29/1989,72.5,84,61
9/30/1989,71.5,82,61
10/1/1989,69,76,62
10/2/1989,68.5,74,63
10/3/1989,68.5,73,64
10/4/1989,65,76,54
10/5/1989,71,84,58
10/6/1989,72,77,67
10/7/1989,69.5,79,60
10/8/1989,70,78,62
10/9/1989,68.5,76,61
10/10/1989,69,76,62
10/11/1989,68,74,62
10/12/1989,67,71,63
10/13/1989,68,73,63
10/14/1989,67.5,71,64
10/15/1989,68,73,63
10/16/1989,68,74,62
10/17/1989,64,76,52
10/18/1989,66,79,53
10/19/1989,70,87,53
10/20/1989,65,72,58
10/21/1989,64.5,70,59
10/22/1989,67,75,59
10/23/1989,70,78,62
10/24/1989,67.5,73,62
10/25/1989,63.5,69,58
10/26/1989,60.5,71,50
10/27/1989,61.5,73,50
10/28/1989,59.5,71,48
10/29/1989,64.5,79,50
10/30/1989,63.5,78,49
10/31/1989,67,76,58
12/1/1989,62.5,80,45
12/2/1989,62.5,80,45
12/3/1989,61.5,77,46
12/4/1989,61.5,75,48
12/5/1989,60.5,75,46
12/6/1989,61.5,76,47
12/7/1989,67,82,52
12/8/1989,65.5,82,49
12/9/1989,61,75,47
12/10/1989,51.5,65,38
12/11/1989,57.5,72,43
12/12/1989,53.5,69,38
12/13/1989,53,68,38
12/14/1989,59,75,43
12/15/1989,57.5,67,48
12/16/1989,57,63,51
12/17/1989,55,67,43
12/18/1989,52.5,61,44
12/19/1989,59,67,51
12/20/1989,58,68,48
12/21/1989,52.5,61,44
12/22/1989,59.5,76,43
12/23/1989,65.5,82,49
12/24/1989,68,80,56
12/25/1989,63,78,48
12/26/1989,63,73,53
12/27/1989,61.5,67,56
12/28/1989,59.5,64,55
12/29/1989,55,64,46
12/30/1989,55.5,68,43
12/31/1989,58.5,74,43
1/1/1990,55.5,69,42
1/2/1990,56,69,43
1/3/1990,53,63,43
1/4/1990,51,64,38
1/5/1990,54,69,39
1/6/1990,55.5,71,40
1/7/1990,53,65,41
1/8/1990,54.5,68,41
1/9/1990,57,70,44
1/10/1990,62.5,77,48
1/11/1990,60.5,74,47
1/12/1990,59,69,49
1/13/1990,61.5,67,56
1/14/1990,60.5,65,56
1/15/1990,55,61,49
1/16/1990,54,61,47
1/17/1990,52.5,57,48
1/18/1990,49.5,58,41
1/19/1990,51,62,40
1/20/1990,53.5,67,40
1/21/1990,55,67,43
1/22/1990,58,73,43
1/23/1990,59.5,75,44
1/24/1990,63.5,83,44
1/25/1990,64,82,46
1/26/1990,59,74,44
1/27/1990,59,73,45
1/28/1990,59.5,76,43
1/29/1990,56.5,70,43
1/30/1990,53,63,43
1/31/1990,56.5,63,50
2/1/1990,55.5,63,48
2/2/1990,52,63,41
2/3/1990,55,68,42
2/4/1990,48.5,58,39
2/5/1990,50,62,38
2/6/1990,52.5,64,41
2/7/1990,52.5,63,42
2/8/1990,53,63,43
2/9/1990,52.5,64,41
2/10/1990,55.5,70,41
2/11/1990,57.5,69,46
2/12/1990,63.5,73,54
2/13/1990,56.5,59,54
2/14/1990,53,58,48
2/15/1990,45.5,60,31
2/16/1990,46.5,59,34
2/17/1990,53.5,61,46
2/18/1990,54.5,61,48
2/19/1990,44.5,60,29
2/20/1990,53.5,69,38
2/21/1990,54.5,68,41
2/22/1990,61.5,77,46
